ts(s),tx(m),ty(m),tz(m),qx,qy,qz,qw
44.600000,0.125350,0.051720,0.047600,-0.020749,0.513418,0.857188,-0.034641
44.633333,0.125290,0.051700,0.048170,-0.021204,0.505144,0.862015,-0.036184
44.666667,0.125220,0.051540,0.048420,-0.021427,0.500698,0.864565,-0.036999
44.700000,0.125170,0.051440,0.048670,-0.021648,0.496242,0.867090,-0.037825
44.733333,0.125150,0.051270,0.048840,-0.021594,0.492141,0.869411,-0.038148
44.766667,0.125140,0.051000,0.048980,-0.022112,0.488043,0.871645,-0.039492
44.800000,0.125060,0.050660,0.049330,-0.023153,0.480191,0.875841,-0.042230
44.833333,0.124980,0.050560,0.049490,-0.023679,0.477044,0.877480,-0.043556
44.866667,0.124880,0.050440,0.049690,-0.024484,0.473293,0.879389,-0.045492
44.900000,0.124780,0.050460,0.049870,-0.025591,0.471136,0.880391,-0.047822
44.933333,0.124690,0.050490,0.050040,-0.026413,0.468968,0.881423,-0.049643
44.966667,0.124550,0.050480,0.050280,-0.028076,0.466223,0.882623,-0.053152
45.000000,0.124480,0.050480,0.050390,-0.028615,0.465270,0.883038,-0.054309
45.033333,0.124400,0.050460,0.050500,-0.029176,0.464682,0.883257,-0.055457
45.066667,0.124320,0.050450,0.050610,-0.030062,0.464222,0.883358,-0.057204
45.100000,0.124240,0.050490,0.050730,-0.030602,0.463887,0.883445,-0.058280
45.133333,0.124100,0.050550,0.050960,-0.031444,0.463316,0.883603,-0.059968
45.166667,0.124020,0.050580,0.051070,-0.032029,0.463094,0.883619,-0.061114
45.200000,0.123930,0.050580,0.051180,-0.032567,0.462761,0.883699,-0.062191
45.233333,0.123840,0.050600,0.051290,-0.032845,0.462161,0.883958,-0.062821
45.266667,0.123670,0.050660,0.051490,-0.033681,0.460977,0.884415,-0.064619
45.300000,0.123620,0.050710,0.051570,-0.033962,0.460993,0.884357,-0.065152
45.333333,0.123620,0.050710,0.051570,-0.033962,0.460993,0.884357,-0.065152
45.366667,0.123560,0.050780,0.051700,-0.034521,0.460410,0.884552,-0.066322
45.400000,0.123520,0.050840,0.051820,-0.034516,0.459793,0.884865,-0.066426
45.433333,0.123490,0.050870,0.051890,-0.034821,0.459555,0.884930,-0.067052
45.466667,0.123450,0.050940,0.051990,-0.034512,0.459175,0.885178,-0.066531
45.500000,0.123400,0.051030,0.052100,-0.034485,0.458813,0.885366,-0.066546
45.533333,0.123270,0.051310,0.052380,-0.034757,0.457594,0.885930,-0.067292
45.566667,0.123210,0.051460,0.052500,-0.035006,0.456631,0.886366,-0.067950
45.600000,0.123170,0.051610,0.052600,-0.035029,0.456373,0.886491,-0.068043
45.633333,0.123130,0.051740,0.052690,-0.035025,0.455753,0.886802,-0.068151
45.666667,0.123110,0.051890,0.052780,-0.035025,0.455753,0.886802,-0.068151
45.700000,0.123080,0.052140,0.052970,-0.035020,0.455133,0.887112,-0.068259
45.733333,0.123080,0.052300,0.053090,-0.034969,0.455032,0.887172,-0.068179
45.766667,0.123080,0.052470,0.053220,-0.034712,0.454754,0.887359,-0.067734
45.800000,0.123070,0.052640,0.053330,-0.034992,0.454772,0.887297,-0.068273
45.833333,0.123070,0.052820,0.053450,-0.034685,0.454393,0.887544,-0.067748
45.866667,0.123050,0.053200,0.053650,-0.034427,0.454115,0.887730,-0.067300
45.900000,0.123060,0.053340,0.053720,-0.034427,0.454115,0.887730,-0.067300
45.933333,0.123080,0.053490,0.053810,-0.034124,0.454357,0.887666,-0.066668
45.966667,0.123140,0.053760,0.053980,-0.033844,0.454339,0.887726,-0.066127
46.000000,0.123180,0.053890,0.054060,-0.033310,0.454664,0.887661,-0.065032
46.033333,0.123190,0.054010,0.054140,-0.033310,0.454664,0.887661,-0.065032
46.066667,0.123200,0.054110,0.054210,-0.033007,0.454907,0.887594,-0.064403
46.100000,0.123210,0.054200,0.054280,-0.032727,0.454890,0.887652,-0.063862
46.133333,0.123210,0.054270,0.054350,-0.032727,0.454890,0.887652,-0.063862
46.166667,0.123210,0.054370,0.054490,-0.032140,0.454495,0.887952,-0.062793
46.200000,0.123210,0.054410,0.054560,-0.032162,0.454234,0.888078,-0.062880
46.233333,0.123210,0.054450,0.054630,-0.031881,0.454217,0.888135,-0.062338
46.266667,0.123210,0.054480,0.054710,-0.031576,0.453840,0.888376,-0.061808
46.300000,0.123230,0.054570,0.054860,-0.030742,0.455033,0.887920,-0.059988
46.333333,0.123220,0.054610,0.054930,-0.030718,0.454672,0.888104,-0.060001
46.366667,0.123230,0.054680,0.054990,-0.030442,0.455277,0.887847,-0.059365
46.400000,0.123230,0.054730,0.055050,-0.030181,0.455001,0.888028,-0.058905
46.433333,0.123230,0.054810,0.055120,-0.029881,0.455245,0.887954,-0.058282
46.466667,0.123210,0.055040,0.055340,-0.029620,0.454970,0.888134,-0.057820
46.500000,0.123190,0.055200,0.055460,-0.029320,0.455214,0.888059,-0.057198
46.533333,0.123160,0.055350,0.055560,-0.029320,0.455214,0.888059,-0.057198
46.566667,0.123130,0.055560,0.055680,-0.029039,0.455199,0.888111,-0.056656
46.600000,0.123140,0.055610,0.055710,-0.028781,0.455545,0.887977,-0.056102
46.633333,0.123160,0.055640,0.055730,-0.028781,0.455545,0.887977,-0.056102
46.666667,0.123200,0.055660,0.055750,-0.028481,0.455789,0.887900,-0.055483
46.700000,0.123250,0.055660,0.055770,-0.028481,0.455789,0.887900,-0.055483
46.733333,0.123300,0.055660,0.055790,-0.028481,0.455789,0.887900,-0.055483
46.766667,0.123390,0.055670,0.055820,-0.028201,0.455775,0.887950,-0.054941
46.800000,0.123420,0.055680,0.055830,-0.027920,0.455760,0.888000,-0.054399
46.833333,0.123440,0.055710,0.055840,-0.027901,0.456019,0.887872,-0.054324
46.866667,0.123460,0.055710,0.055840,-0.027639,0.455746,0.888049,-0.053856
46.900000,0.123480,0.055720,0.055820,-0.027920,0.455760,0.888000,-0.054399
46.933333,0.123500,0.055700,0.055800,-0.027639,0.455746,0.888049,-0.053856
46.966667,0.123520,0.055680,0.055780,-0.027621,0.456005,0.887921,-0.053782
47.000000,0.123550,0.055640,0.055760,-0.027358,0.455731,0.888098,-0.053314
47.033333,0.123550,0.055630,0.055750,-0.027621,0.456005,0.887921,-0.053782
47.066667,0.123550,0.055610,0.055750,-0.027639,0.455746,0.888049,-0.053856
47.100000,0.123540,0.055600,0.055750,-0.027617,0.455384,0.888235,-0.053868
47.133333,0.123540,0.055590,0.055740,-0.027336,0.455370,0.888283,-0.053325
47.166667,0.123540,0.055430,0.055640,-0.027617,0.455384,0.888235,-0.053868
47.200000,0.123570,0.055180,0.055450,-0.027639,0.455746,0.888049,-0.053856
47.233333,0.123570,0.055180,0.055450,-0.027639,0.455746,0.888049,-0.053856
47.266667,0.123760,0.054180,0.054740,-0.027340,0.455991,0.887970,-0.053240
47.300000,0.123880,0.053660,0.054340,-0.027063,0.456597,0.887704,-0.052615
47.333333,0.124130,0.052710,0.053490,-0.026824,0.457306,0.887379,-0.052051
47.366667,0.124240,0.052320,0.053070,-0.026831,0.458546,0.886749,-0.051887
47.400000,0.124330,0.052010,0.052690,-0.026813,0.458803,0.886621,-0.051816
47.433333,0.124420,0.051790,0.052340,-0.026574,0.459515,0.886292,-0.051255
47.466667,0.124500,0.051630,0.051980,-0.026580,0.460752,0.885658,-0.051093
47.500000,0.124640,0.051350,0.051270,-0.026352,0.463935,0.884052,-0.050215
47.533333,0.124690,0.051270,0.050950,-0.026361,0.465782,0.883094,-0.049978
47.566667,0.124750,0.051190,0.050630,-0.026408,0.467741,0.882066,-0.049799
47.600000,0.124850,0.051170,0.050130,-0.026201,0.472504,0.879588,-0.048775
47.633333,0.124850,0.051170,0.050130,-0.026201,0.472504,0.879588,-0.048775
47.666667,0.124880,0.051230,0.049950,-0.026231,0.475311,0.878090,-0.048459
47.700000,0.124930,0.051700,0.049580,-0.026370,0.482986,0.873929,-0.047715
47.733333,0.124930,0.051700,0.049580,-0.026370,0.482986,0.873929,-0.047715
47.766667,0.124940,0.051870,0.049440,-0.026724,0.486521,0.871946,-0.047895
47.800000,0.124960,0.052180,0.049220,-0.026776,0.492059,0.868864,-0.047280
47.833333,0.124980,0.052320,0.049070,-0.026552,0.494363,0.867600,-0.046598
47.866667,0.125000,0.052530,0.048910,-0.026615,0.497270,0.865948,-0.046347
47.900000,0.124990,0.052780,0.048730,-0.026926,0.500022,0.864341,-0.046545
47.933333,0.124990,0.052930,0.048520,-0.027009,0.502706,0.862791,-0.046355
47.966667,0.124960,0.053340,0.048110,-0.027402,0.509293,0.858915,-0.046214
48.000000,0.124950,0.053500,0.047950,-0.027443,0.512379,0.857092,-0.045906
48.033333,0.124940,0.053630,0.047780,-0.027815,0.515639,0.855111,-0.046127
48.066667,0.124940,0.054090,0.047450,-0.027974,0.523283,0.850485,-0.045466
48.100000,0.124940,0.054230,0.047300,-0.027758,0.527086,0.848183,-0.044667
48.133333,0.124960,0.054350,0.047160,-0.028129,0.530320,0.846141,-0.044881
48.166667,0.124950,0.054590,0.047050,-0.027868,0.533905,0.843936,-0.044050
48.200000,0.124910,0.054850,0.046980,-0.027627,0.536733,0.842185,-0.043349
48.233333,0.124900,0.055020,0.046900,-0.027722,0.539764,0.840253,-0.043155
48.266667,0.124840,0.055460,0.046710,-0.027546,0.546330,0.836055,-0.042155
48.300000,0.124820,0.055560,0.046580,-0.027617,0.549516,0.833974,-0.041912
48.333333,0.124810,0.055610,0.046400,-0.027386,0.552693,0.831914,-0.041222
48.366667,0.124800,0.055660,0.046210,-0.027754,0.555864,0.829776,-0.041430
48.400000,0.124810,0.055670,0.046010,-0.027524,0.558484,0.828053,-0.040809
48.433333,0.124810,0.055790,0.045670,-0.027640,0.563867,0.824413,-0.040411
48.466667,0.124810,0.055890,0.045550,-0.027386,0.566090,0.822926,-0.039811
48.500000,0.124770,0.056040,0.045440,-0.027431,0.568838,0.821038,-0.039593
48.533333,0.124770,0.056040,0.045440,-0.027431,0.568838,0.821038,-0.039593
48.566667,0.124650,0.056520,0.045220,-0.027610,0.576228,0.815886,-0.039093
48.600000,0.124620,0.056590,0.045170,-0.027661,0.577905,0.814703,-0.038995
48.633333,0.124610,0.056690,0.045110,-0.027112,0.580488,0.812931,-0.037969
48.666667,0.124570,0.056770,0.045040,-0.027157,0.582677,0.811369,-0.037816
48.700000,0.124490,0.056940,0.044920,-0.026634,0.586532,0.808654,-0.036720
48.733333,0.124490,0.057030,0.044880,-0.026046,0.587819,0.807781,-0.035793
48.766667,0.124480,0.057130,0.044840,-0.026076,0.589098,0.806851,-0.035714
48.800000,0.124490,0.057260,0.044850,-0.025486,0.590382,0.805971,-0.034792
48.833333,0.124520,0.057530,0.044880,-0.024595,0.592558,0.804460,-0.033391
48.866667,0.124520,0.057640,0.044910,-0.024296,0.593450,0.803831,-0.032909
48.900000,0.124520,0.057760,0.044950,-0.023671,0.593959,0.803509,-0.032022
48.933333,0.124520,0.057870,0.044970,-0.023701,0.594729,0.802940,-0.031999
48.966667,0.124510,0.057970,0.044990,-0.023697,0.595231,0.802570,-0.031951
49.000000,0.124520,0.058150,0.045010,-0.023431,0.596387,0.801736,-0.031499
49.033333,0.124550,0.058220,0.045020,-0.022789,0.596509,0.801698,-0.030628
49.066667,0.124570,0.058290,0.045030,-0.022818,0.597278,0.801125,-0.030606
49.100000,0.124590,0.058390,0.045040,-0.022517,0.598165,0.800490,-0.030133
49.133333,0.124610,0.058690,0.045120,-0.022214,0.599050,0.799853,-0.029661
49.166667,0.124600,0.058910,0.045180,-0.021618,0.599825,0.799320,-0.028808
49.200000,0.124580,0.059130,0.045250,-0.021600,0.599938,0.799237,-0.028775
49.233333,0.124560,0.059290,0.045300,-0.021614,0.600322,0.798949,-0.028765
49.266667,0.124540,0.059430,0.045340,-0.021627,0.600706,0.798660,-0.028754
49.300000,0.124520,0.059670,0.045390,-0.021655,0.601474,0.798081,-0.028734
49.333333,0.124520,0.059670,0.045390,-0.021655,0.601474,0.798081,-0.028734
49.366667,0.124490,0.059870,0.045420,-0.021650,0.601969,0.797710,-0.028690
49.400000,0.124470,0.059960,0.045420,-0.021678,0.602737,0.797130,-0.028670
49.433333,0.124440,0.060270,0.045460,-0.021360,0.603234,0.796779,-0.028213
49.466667,0.124420,0.060460,0.045470,-0.021406,0.603893,0.796278,-0.028225
49.500000,0.124400,0.060650,0.045500,-0.021387,0.604002,0.796197,-0.028193
49.533333,0.124390,0.060850,0.045530,-0.021069,0.604497,0.795846,-0.027738
49.566667,0.124340,0.061110,0.045570,-0.021096,0.605264,0.795262,-0.027718
49.600000,0.124320,0.061220,0.045600,-0.021109,0.605648,0.794970,-0.027707
49.633333,0.124300,0.061340,0.045630,-0.021117,0.606521,0.794305,-0.027656
49.666667,0.124280,0.061500,0.045670,-0.021113,0.607010,0.793934,-0.027614
49.700000,0.124240,0.061980,0.045770,-0.020838,0.608164,0.793073,-0.027173
49.733333,0.124220,0.062240,0.045820,-0.020536,0.608551,0.792798,-0.026753
49.766667,0.124200,0.062520,0.045870,-0.020562,0.609319,0.792208,-0.026733
49.800000,0.124180,0.062790,0.045910,-0.020872,0.609801,0.791816,-0.027102
49.833333,0.124170,0.062950,0.045950,-0.020872,0.609801,0.791816,-0.027102
49.866667,0.124160,0.063130,0.045990,-0.020854,0.609902,0.791740,-0.027071
49.900000,0.124140,0.063420,0.046050,-0.020583,0.610571,0.791244,-0.026673
49.933333,0.124120,0.063560,0.046080,-0.020893,0.611051,0.790853,-0.027041
49.966667,0.124100,0.063730,0.046120,-0.020893,0.611051,0.790853,-0.027041
50.000000,0.124090,0.063890,0.046160,-0.020590,0.611439,0.790576,-0.026623
50.033333,0.124070,0.064050,0.046210,-0.020906,0.611435,0.790557,-0.027031
50.066667,0.124050,0.064370,0.046290,-0.020585,0.611921,0.790204,-0.026583
50.100000,0.124040,0.064490,0.046320,-0.020933,0.612201,0.789963,-0.027011
50.133333,0.124040,0.064600,0.046340,-0.020616,0.612205,0.789982,-0.026603
50.166667,0.124030,0.064690,0.046350,-0.020914,0.612300,0.789888,-0.026980
50.200000,0.124010,0.064840,0.046380,-0.020927,0.612683,0.789591,-0.026970
50.233333,0.123990,0.064920,0.046400,-0.020927,0.612683,0.789591,-0.026970
50.266667,0.123980,0.065030,0.046420,-0.020927,0.612683,0.789591,-0.026970
50.300000,0.123960,0.065170,0.046450,-0.020941,0.613066,0.789294,-0.026960
50.333333,0.123930,0.065440,0.046480,-0.021252,0.613543,0.788902,-0.027326
50.366667,0.123920,0.065580,0.046500,-0.021283,0.613828,0.788679,-0.027346
50.400000,0.123920,0.065580,0.046500,-0.021283,0.613828,0.788679,-0.027346
50.433333,0.123880,0.065940,0.046540,-0.021291,0.614691,0.788008,-0.027295
50.466667,0.123850,0.066280,0.046600,-0.020995,0.615940,0.787057,-0.026828
50.500000,0.123840,0.066400,0.046630,-0.021014,0.615844,0.787130,-0.026858
50.533333,0.123830,0.066480,0.046650,-0.021008,0.616322,0.786757,-0.026818
50.566667,0.123830,0.066530,0.046680,-0.020995,0.615940,0.787057,-0.026828
50.600000,0.123830,0.066560,0.046700,-0.021008,0.616322,0.786757,-0.026818
50.633333,0.123840,0.066540,0.046730,-0.020660,0.616039,0.787002,-0.026393
50.666667,0.123850,0.066490,0.046730,-0.020361,0.615948,0.787094,-0.026018
50.700000,0.123860,0.066400,0.046710,-0.020043,0.615952,0.787112,-0.025613
50.733333,0.123860,0.066270,0.046680,-0.020043,0.615952,0.787112,-0.025613
50.766667,0.123890,0.065820,0.046540,-0.019079,0.615582,0.787464,-0.024407
50.800000,0.123930,0.065380,0.046440,-0.018750,0.615203,0.787780,-0.024010
50.833333,0.123930,0.065380,0.046440,-0.018750,0.615203,0.787780,-0.024010
50.866667,0.124080,0.064110,0.046140,-0.017803,0.614735,0.788202,-0.022827
50.900000,0.124160,0.063380,0.045980,-0.017460,0.614452,0.788443,-0.022404
50.933333,0.124250,0.062630,0.045800,-0.017147,0.613976,0.788831,-0.022031
50.966667,0.124410,0.061380,0.045470,-0.016499,0.614080,0.788787,-0.021193
51.000000,0.124470,0.060820,0.045330,-0.015860,0.613223,0.789487,-0.020418
51.033333,0.124510,0.060320,0.045200,-0.015850,0.612840,0.789784,-0.020426
51.066667,0.124550,0.059860,0.045080,-0.015523,0.612460,0.790096,-0.020026
51.100000,0.124560,0.059000,0.044860,-0.014556,0.611702,0.790730,-0.018816
51.133333,0.124570,0.058520,0.044760,-0.014244,0.611222,0.791116,-0.018436
51.166667,0.124580,0.058030,0.044660,-0.013919,0.610841,0.791425,-0.018033
51.200000,0.124580,0.057520,0.044560,-0.013597,0.609976,0.792107,-0.017658
51.233333,0.124590,0.057080,0.044470,-0.013589,0.609592,0.792402,-0.017664
51.266667,0.124630,0.056170,0.044270,-0.013248,0.608444,0.793298,-0.017273
51.300000,0.124670,0.055700,0.044170,-0.012928,0.607575,0.793977,-0.016894
51.333333,0.124720,0.055210,0.044090,-0.012597,0.606810,0.794576,-0.016495
51.366667,0.124790,0.054620,0.043990,-0.012592,0.605937,0.795241,-0.016526
